1,6,4,5,5,6,1,4,4,5,5,5,1,1,4,4,4,5,3,1,4,5,7,4,4,2,4,5,7,7,5,4,4,4,4,4,4,4,5,4,5,4,7,4,4,5,5,5,4,4,5,4
2,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
3,2,1,1,1,7,2,1,7,1,1,7,3,3,1,2,2,1,0,3,1,1,1,1,1,7,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,7,1,2,2,2,3
4,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
5,6,4,5,5,6,1,4,4,5,5,5,1,1,4,4,4,5,3,1,4,5,7,4,4,2,4,5,7,7,5,4,4,4,4,4,4,4,5,4,5,4,7,4,4,5,5,5,4,4,5,4
6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
8,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
11,4,5,6,6,6,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,7,7,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,6,7
12,8,8,4,4,4,5,8,8,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,8,4,4,5,8,5,5,8,5,5,4,5,4,5,4,5,5,4,4,4,5,8,4,8
13,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
14,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
15,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
16,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,5
17,6,5,6,6,6,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,7,7,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,6,6
18,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
19,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
20,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
21,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
23,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
25,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
26,4,5,6,5,5,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,5,6,6,6,6,6,4,5,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,4,6,6
27,4,8,4,4,4,5,8,8,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,8,4,4,5,8,5,5,8,5,5,4,5,4,5,4,5,5,4,4,4,5,8,4,8
28,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
29,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
30,4,4,4,4,4,5,4,0,4,4,4,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,4,4,4,4,5,4,5,5,4,5,5,4,5,4,5,4,5,5,4,4,4,5,8,4,8
31,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,4
32,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
33,6,7,7,6,6,7,6,7,7,7,7,6,6,7,7,7,7,8,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7
34,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
35,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
36,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
37,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
38,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
39,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
40,6,5,6,6,6,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,7,7,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,6,4
41,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
42,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
43,4,4,5,5,5,1,4,4,5,5,5,1,1,4,4,4,5,3,1,4,5,5,4,4,2,4,5,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,5,5,5,4,4,5,4
44,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7
45,6,5,6,6,6,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,7,7,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,6,6
46,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
47,6,5,5,6,6,7,6,4,5,5,5,6,6,4,4,4,5,3,6,4,5,7,4,4,6,4,5,7,7,6,4,5,4,4,6,4,4,5,4,5,4,7,4,4,5,5,5,4,5,5,6
48,6,5,6,6,6,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,7,7,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,5,6,4
49,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
50,6,5,7,6,6,7,6,5,7,7,7,6,6,6,6,6,7,7,6,6,7,7,6,6,6,6,7,7,7,6,6,5,6,6,6,6,6,7,6,7,6,7,6,7,7,7,7,6,5,7,9
51,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
52,4,5,6,5,5,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,5,6,6,6,6,6,4,5,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,4,6,4
53,4,4,5,5,5,1,4,4,5,5,5,1,1,4,4,4,5,3,1,4,5,5,4,4,2,4,5,4,5,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,5,5,5,4,4,5,4
54,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
55,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
56,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
57,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
58,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
59,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
60,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
61,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
62,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
63,2,1,1,1,1,2,1,7,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,3
64,4,5,6,6,5,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,5,6,6,6,6,6,7,5,6,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,6
65,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
66,2,1,1,1,1,2,1,0,1,1,1,3,3,1,2,2,1,0,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1
67,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
68,1,0,2,2,2,3,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,1,2,2,1,0,2,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2
69,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
70,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
71,3,3,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7
72,4,5,6,5,5,7,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,5,6,6,6,6,6,4,5,5,6,5,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,4,6,4
73,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
74,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
75,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
76,6,4,5,6,6,7,6,4,5,5,5,6,6,4,4,4,5,3,6,4,5,7,4,4,6,4,5,7,7,6,4,4,4,4,4,4,4,5,4,5,4,7,4,4,5,5,5,4,5,5,4
77,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,3
78,5,6,8,8,8,8,5,6,8,8,8,8,8,8,8,8,8,6,8,8,8,8,8,8,8,8,8,5,8,8,8,6,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,7
